fort_id,name_primary,alt_names,state_territory,state_full_name,location_text,fort_type,nationality,dates_raw,earliest_year,latest_year,source_url,source_section,description_raw,entry_raw,other_attributes,scraped_at
284,Cold War Air Defenses of Key West,KW-95|KW-15|Alpha Battery|KW-80|Bravo Battery|KW-65|Charlie Battery|KW-24|Delta Battery|KW-10|KW-19|KW-18DC|Naval Air Station,FL,Florida,Key West area,battery,United States,(1962 - 1979),1962,1979,https://www.northamericanforts.com/East/flsouth.html,East,"In late October 1962, during the ""Cuban Missile Crisis"", the Casa Marina Hotel (at 1500 Reynolds Street) (built 1920), near Higgs Beach, was used as an Army command post ( KW-95 ) and barracks for 500 troops of the 6th Battalion, 65th Air Defense Artillery, who manned several mobile HAWK missile sites around Key West and the surrounding islands. The hotel had previously been used as U.S. Navy Officers' Quarters during WWII (1942 - 1946). Initially Alpha Battery was assigned to Fleming Key; Bravo Battery was assigned to Key West; Charlie Battery was temporarily assigned to the north end of Lower Sugarloaf Key, at the western end of the Sugarloaf airstrip on Bat Tower Road, about 1.5 miles west of Perky ( KW-15 ); and Delta Battery was assigned to Boca Chica Key. Each firing battery's mobile launchers (six launchers per battery, three missiles per launcher) were scattered in various positions. Bravo Battery's six mobile launchers on Key West were positioned at sites from Fort Taylor to the airport, with at least two of the launchers on the public beaches in between. Marines from the Key West Naval Base Marine Barracks were tasked to guard every highway bridge on US 1 between Key West and Key Largo. The HAWK missiles became fully operational two days before the crisis was diplomatically resolved. See also Cuban Missile Crisis from Key West Historical Marker Tour.org In June 1965 four permanent HAWK missile sites with concrete hardstands were completed and made operational. They were: Alpha Battery , located at the northern tip of Fleming Key ( KW-80 ), partial remains, now the site of the U.S. Army Special Forces Underwater Operations School. Bravo Battery , located on the north side of the runway at Key West Airport ( KW-65 ), ruins still extant, now part of the city-owned Little Hamaca Park on Government Road. Charlie Battery , located at Geiger Point on Geiger Key ( KW-24 ), ruins still extant, on private property. Delta Battery , located at the northern tip of Long Point on Boca Chica Key ( KW-10 ), ruins still extant, on Naval Air Station property, site now used for the KBYX Doppler Weather Radar operated by the National Weather Service. The Battalion Headquarters ( KW-19 ) and Direction Center (AADCP) ( KW-18DC ) were relocated to the Naval Air Station on Boca Chica Key. The 671st Radar Squadron (US Air Force) began operations here in June 1962. In September 1972, the 6th Battalion, 65th ADA was replaced by the 1st Battalion, 65th ADA. All HAWK missile batteries were deactivated in June 1979. There were no NIKE missiles ever deployed at Key West.","Cold War Air Defenses of Key West (1962 - 1979), Key West area - In late October 1962, during the ""Cuban Missile Crisis"", the Casa Marina Hotel (at 1500 Reynolds Street) (built 1920), near Higgs Beach, was used as an Army command post ( KW-95 ) and barracks for 500 troops of the 6th Battalion, 65th Air Defense Artillery, who manned several mobile HAWK missile sites around Key West and the surrounding islands. The hotel had previously been used as U.S. Navy Officers' Quarters during WWII (1942 - 1946). Initially Alpha Battery was assigned to Fleming Key; Bravo Battery was assigned to Key West; Charlie Battery was temporarily assigned to the north end of Lower Sugarloaf Key, at the western end of the Sugarloaf airstrip on Bat Tower Road, about 1.5 miles west of Perky ( KW-15 ); and Delta Battery was assigned to Boca Chica Key. Each firing battery's mobile launchers (six launchers per battery, three missiles per launcher) were scattered in various positions. Bravo Battery's six mobile launchers on Key West were positioned at sites from Fort Taylor to the airport, with at least two of the launchers on the public beaches in between. Marines from the Key West Naval Base Marine Barracks were tasked to guard every highway bridge on US 1 between Key West and Key Largo. The HAWK missiles became fully operational two days before the crisis was diplomatically resolved. See also Cuban Missile Crisis from Key West Historical Marker Tour.org In June 1965 four permanent HAWK missile sites with concrete hardstands were completed and made operational. They were: Alpha Battery , located at the northern tip of Fleming Key ( KW-80 ), partial remains, now the site of the U.S. Army Special Forces Underwater Operations School. Bravo Battery , located on the north side of the runway at Key West Airport ( KW-65 ), ruins still extant, now part of the city-owned Little Hamaca Park on Government Road. Charlie Battery , located at Geiger Point on Geiger Key ( KW-24 ), ruins still extant, on private property. Delta Battery , located at the northern tip of Long Point on Boca Chica Key ( KW-10 ), ruins still extant, on Naval Air Station property, site now used for the KBYX Doppler Weather Radar operated by the National Weather Service. The Battalion Headquarters ( KW-19 ) and Direction Center (AADCP) ( KW-18DC ) were relocated to the Naval Air Station on Boca Chica Key. The 671st Radar Squadron (US Air Force) began operations here in June 1962. In September 1972, the 6th Battalion, 65th ADA was replaced by the 1st Battalion, 65th ADA. All HAWK missile batteries were deactivated in June 1979. There were no NIKE missiles ever deployed at Key West.",,2025-11-30 02:26:40
237,Crystal River Radar Station,,FL,Florida,near Crystal River,fort,United States,(1942 - 1945),1942,1945,https://www.northamericanforts.com/East/flcentral.html,East,A WWII anti-aircraft spotting station and an SCR-270 early warning radar was located here. Exact location undetermined.,"Crystal River Radar Station (1942 - 1945), near Crystal River - A WWII anti-aircraft spotting station and an SCR-270 early warning radar was located here. Exact location undetermined.",,2025-11-30 02:26:34
308,David Holmes' Fort,,FL,Florida,unknown location,stockade,Great Britain,(1781),1781,1781,https://www.northamericanforts.com/East/flwest.html,East,A British settlers' stockaded plantation located 15 miles from Pensacola .,"David Holmes' Fort (1781), unknown location - A British settlers' stockaded plantation located 15 miles from Pensacola .",,2025-11-30 02:26:41
280,Deadman's Bay Post,,FL,Florida,near Steinhatchee,fort,,(1864),1864,1864,https://www.northamericanforts.com/East/flmiddle.html,East,A Confederate cavalry post used as a base to search for deserters and Union sympathizers.,"Deadman's Bay Post (1864), near Steinhatchee - A Confederate cavalry post used as a base to search for deserters and Union sympathizers.",,2025-11-30 02:26:37
233,Flagler Beach Radar Station,,FL,Florida,Flagler Beach,fort,United States,(1942 - 1945),1942,1945,https://www.northamericanforts.com/East/flcentral.html,East,A WWII anti-aircraft spotting station and an SCR-270 early warning radar was located here. Exact location undetermined.,"Flagler Beach Radar Station (1942 - 1945), Flagler Beach - A WWII anti-aircraft spotting station and an SCR-270 early warning radar was located here. Exact location undetermined.",,2025-11-30 02:26:34
286,Florida Keys WWII Shore Patrol Camps,Pigeon Key|Long Key|Ramrod Key|West Summerland Key,FL,Florida,various locations,camp,United States,(1941 - 1943),1941,1943,https://www.northamericanforts.com/East/flsouth.html,East,"U.S. Army coastal defense shore patrol base camps and outposts established in December 1941 for mobile force Infantry, Mechanized Cavalry, Field Artillery, Signal Corps, Combat Engineers, and Military Police troops from various regiments. Pigeon Key (1941 - 1943): Troops covered 41 miles of highway and 19 bridges. Later housed ""Florida Keys Line of Communication"" troops from HD Key West. Units came from 155th Infantry, 13th Infantry, 28th Infantry, and 265th Coast Artillery. Post discontinued in 1943 when U.S. Coast Guard took over patrols. May have used old railroad work camp buildings. Long Key (1941 - 1942): Troops covered 45.5 miles of highway and 12 bridges. Operations consolidated to Pigeon Key. Units included 155th, 13th, and 28th Infantry. Ramrod Key (1942): Occupied by 2nd Platoon, Company E, 13th Infantry from February to March 1942 before transferring to West Summerland Key. West Summerland Key (1942): Occupied by 2nd Platoon, Company E, 13th Infantry in March of 1942, turned over to the 28th Infantry, then Company K, 121st Infantry, and Company I, 104th Infantry. Used the site of an old C.C.C. camp that later became a Florida State Prisons road camp. (thanks to John McDonald for providing info)","Florida Keys WWII Shore Patrol Camps (1941 - 1943), various locations - U.S. Army coastal defense shore patrol base camps and outposts established in December 1941 for mobile force Infantry, Mechanized Cavalry, Field Artillery, Signal Corps, Combat Engineers, and Military Police troops from various regiments. Pigeon Key (1941 - 1943): Troops covered 41 miles of highway and 19 bridges. Later housed ""Florida Keys Line of Communication"" troops from HD Key West. Units came from 155th Infantry, 13th Infantry, 28th Infantry, and 265th Coast Artillery. Post discontinued in 1943 when U.S. Coast Guard took over patrols. May have used old railroad work camp buildings. Long Key (1941 - 1942): Troops covered 45.5 miles of highway and 12 bridges. Operations consolidated to Pigeon Key. Units included 155th, 13th, and 28th Infantry. Ramrod Key (1942): Occupied by 2nd Platoon, Company E, 13th Infantry from February to March 1942 before transferring to West Summerland Key. West Summerland Key (1942): Occupied by 2nd Platoon, Company E, 13th Infantry in March of 1942, turned over to the 28th Infantry, then Company K, 121st Infantry, and Company I, 104th Infantry. Used the site of an old C.C.C. camp that later became a Florida State Prisons road camp. (thanks to John McDonald for providing info)",,2025-11-30 02:26:40
277,Fort Ayavalia,,FL,Florida,"near Blue Springs, Taylor County",fort,,(1700 - 1704),1700,1704,https://www.northamericanforts.com/East/flmiddle.html,East,"A Spanish fort described as being on the lower Aucilla River, but probably on the Econfina River, as it was northwest of Hampton Springs , where old FL 30 crosses the river (above US 98). Destroyed by the SC colonial militia.","Fort Ayavalia (1700 - 1704), near Blue Springs, Taylor County - A Spanish fort described as being on the lower Aucilla River, but probably on the Econfina River, as it was northwest of Hampton Springs , where old FL 30 crosses the river (above US 98). Destroyed by the SC colonial militia.",,2025-11-30 02:26:37
297,Fort Ays,,FL,Florida,Oslo,blockhouse,,(1567),1567,1567,https://www.northamericanforts.com/East/flsouth.html,East,"A Spanish blockhouse once located one mile east of town. Also spelled Ais . After several Indian attacks, the Spanish moved further south to St. Lucie Inlet.","Fort Ays (1567), Oslo - A Spanish blockhouse once located one mile east of town. Also spelled Ais . After several Indian attacks, the Spanish moved further south to St. Lucie Inlet.",,2025-11-30 02:26:40
259,Fort Barrington,,FL,Florida,King's Ferry,fort,Great Britain,(1765 - unknown),1765,1765,https://www.northamericanforts.com/East/fljack.html,East,A temporary British post on the St. Mary's River.,"Fort Barrington (1765 - unknown), King's Ferry - A temporary British post on the St. Mary's River.",,2025-11-30 02:26:36
236,Fort Butler,,FL,Florida,Astor,stockade,United States,"(1838 - 1839, 1842 ?, 1861 - 1864)",1838,1864,https://www.northamericanforts.com/East/flcentral.html,East,"A log stockade with barracks, located on the St. Johns River opposite Volusia , probably on the site of Spalding's Store. Used again by the Union as a campsite during the Civil War. Captured by the Confederates in May 1864.","Fort Butler (1838 - 1839, 1842 ?, 1861 - 1864), Astor - A log stockade with barracks, located on the St. Johns River opposite Volusia , probably on the site of Spalding's Store. Used again by the Union as a campsite during the Civil War. Captured by the Confederates in May 1864.",,2025-11-30 02:26:34
254,Fort Drane,Camp Lang Syne|Fort Auld Lang Syne,FL,Florida,near Irvine,blockhouse,United States,(1835 - 1836),1835,1836,https://www.northamericanforts.com/East/fleast.html,East,"Originally known as Camp Lang Syne , then Fort Auld Lang Syne , built on the 3000-acre ""Auld Lang Syne"" Plantation of Col. Duncan Clinch, just south of town, southeast of Flemington . In November 1835 the camp was palisaded (150 yards by 80 yards) with two blockhouses. The plantation house served as the Officers' quarters. Used as the base of operations before the ""Battle of the Withlacoochee"" (December-January 1835/6). Abandoned in June 1836. Occupied and burned by Seminole Indians during the summer and recaptured by the Army in October 1836, but the fort itself was not rebuilt. Site located in the housing complex on the grounds of the Ocala Jockey Club and Stables.","Fort Drane (1835 - 1836), near Irvine - Originally known as Camp Lang Syne , then Fort Auld Lang Syne , built on the 3000-acre ""Auld Lang Syne"" Plantation of Col. Duncan Clinch, just south of town, southeast of Flemington . In November 1835 the camp was palisaded (150 yards by 80 yards) with two blockhouses. The plantation house served as the Officers' quarters. Used as the base of operations before the ""Battle of the Withlacoochee"" (December-January 1835/6). Abandoned in June 1836. Occupied and burned by Seminole Indians during the summer and recaptured by the Army in October 1836, but the fort itself was not rebuilt. Site located in the housing complex on the grounds of the Ocala Jockey Club and Stables.",,2025-11-30 02:26:35
227,Fort Guana,,FL,Florida,near South Ponte Vedra Beach,fort,,(1790's),1790,1790,https://www.northamericanforts.com/East/fl.html,East,A Spanish outpost located nine miles north of St. Augustine . Attacked and destroyed by the GA state militia in 1795.,"Fort Guana (1790's), near South Ponte Vedra Beach - A Spanish outpost located nine miles north of St. Augustine . Attacked and destroyed by the GA state militia in 1795.",,2025-11-30 02:26:33
294,Fort Lauderdale,,FL,Florida,Fort Lauderdale,blockhouse,United States,"(1838, 1839 - 1842, 1856 - 1857)",1838,1857,https://www.northamericanforts.com/East/flsouth.html,East,A stockaded two-story square blockhouse was originally established near the forks of the New River between present-day SW 8th and 9th Aves. near 4th Place. Abandoned and then burned by the Seminoles. Re-established in 1839 on a new site east at the Tarpon Bend. It was later abandoned. The third fort was located further east at the old inlet (Fort Lauderdale Beach) near the present-day Bahia Mar Yacht Center. A U.S. Life Saving Station was built at the site of the third fort in 1876. Settlers didn't come to the area until the 1890's. See also Coastal History from Vone Research.org,"Fort Lauderdale (1838, 1839 - 1842, 1856 - 1857), Fort Lauderdale - A stockaded two-story square blockhouse was originally established near the forks of the New River between present-day SW 8th and 9th Aves. near 4th Place. Abandoned and then burned by the Seminoles. Re-established in 1839 on a new site east at the Tarpon Bend. It was later abandoned. The third fort was located further east at the old inlet (Fort Lauderdale Beach) near the present-day Bahia Mar Yacht Center. A U.S. Life Saving Station was built at the site of the third fort in 1876. Settlers didn't come to the area until the 1890's. See also Coastal History from Vone Research.org",,2025-11-30 02:26:40
241,Fort Lonely,,FL,Florida,Fort Lonely,fort,,(unknown dates),,,https://www.northamericanforts.com/East/flcentral.html,East,No data. Located on Tampa Bay on the Hillsborough / Manatee County line just north of Piney Point .,"Fort Lonely (unknown dates), Fort Lonely - No data. Located on Tampa Bay on the Hillsborough / Manatee County line just north of Piney Point .",,2025-11-30 02:26:34
239,Fort Lonesome,,FL,Florida,Fort Lonesome,fort,,(1920's),1920,1920,https://www.northamericanforts.com/East/flcentral.html,East,"Not a fort. A one-time state agricultural research station in a lonely part of the countryside once known as Boogerman's Corner , at the junction of FL 39 and FL 674 in the southeast corner of Hillsborough County. (info by David Paterno)","Fort Lonesome (1920's), Fort Lonesome - Not a fort. A one-time state agricultural research station in a lonely part of the countryside once known as Boogerman's Corner , at the junction of FL 39 and FL 674 in the southeast corner of Hillsborough County. (info by David Paterno)",,2025-11-30 02:26:34
260,Fort McIntosh,NOTE:|Fort McIntosh,FL,Florida,near King's Ferry,fort,Great Britain,(1777 - 1780 ?),1777,1780,https://www.northamericanforts.com/East/fljack.html,East,"A British fort located south of King's Ferry on the Oakland Plantation. The ""Battle of Cabbage Swamp"" was fought here in June 1778. ( NOTE: not to be confused with Patriot Fort McIntosh on the Satilla River in GA)","Fort McIntosh (1777 - 1780 ?), near King's Ferry - A British fort located south of King's Ferry on the Oakland Plantation. The ""Battle of Cabbage Swamp"" was fought here in June 1778. ( NOTE: not to be confused with Patriot Fort McIntosh on the Satilla River in GA)",,2025-11-30 02:26:36
238,Fort Meade,,FL,Florida,Fort Meade,garrison,United States,"(1849 - 1854, 1857, 1861 - 1864)",1849,1864,https://www.northamericanforts.com/East/flcentral.html,East,"An Army post that was rebuilt in 1850 one mile away from the original site. Settlers had been attacked here in June 1856, prompting a brief regarrison of the post. The Confederates later occupied the fort in 1861 - 1864, but it was burned down by Union troops. The ruined post was finally demolished in 1890. Site is at Heritage Park on NE 3rd Street. History of the City of Fort Meade (some info by David Paterno)","Fort Meade (1849 - 1854, 1857, 1861 - 1864), Fort Meade - An Army post that was rebuilt in 1850 one mile away from the original site. Settlers had been attacked here in June 1856, prompting a brief regarrison of the post. The Confederates later occupied the fort in 1861 - 1864, but it was burned down by Union troops. The ruined post was finally demolished in 1890. Site is at Heritage Park on NE 3rd Street. History of the City of Fort Meade (some info by David Paterno)",,2025-11-30 02:26:34
299,Fort Myers,FORT WIKI|Fort Harvie|Camp Daniels|Fort Daniels|Camp Walbach,FL,Florida,Fort Myers,stockade,United States,"(1850 - 1858, 1863 - 1865)",1850,1865,https://www.northamericanforts.com/East/flsouth.html,East,"FORT WIKI A large stockade with four barracks, eight Officers' quarters, administration building, hospital, laundry, blacksmith, bakehouse, sutler, storehouses, and wharf. It covered about eight blocks of today's city. The City of Fort Myers Historical Museum, at 2300 Peck Street, has a scale model of the fort. The post was used as a Union camp during the Civil War, attacked by a small Confederate force in 1865 before it was abandoned. The town was settled in 1866, incorporated in 1885. History of the City of Fort Myers Fort Harvie was first located here 1841 - 1842, replacing Fort Dulaney. It was burned by Seminoles after it was abandoned. Camp Daniels (aka Fort Daniels ) (1855), was located 200 yards from Fort Myers. Camp Walbach (1856) was also nearby. Lasted only six days.","Fort Myers (1850 - 1858, 1863 - 1865), Fort Myers - FORT WIKI A large stockade with four barracks, eight Officers' quarters, administration building, hospital, laundry, blacksmith, bakehouse, sutler, storehouses, and wharf. It covered about eight blocks of today's city. The City of Fort Myers Historical Museum, at 2300 Peck Street, has a scale model of the fort. The post was used as a Union camp during the Civil War, attacked by a small Confederate force in 1865 before it was abandoned. The town was settled in 1866, incorporated in 1885. History of the City of Fort Myers Fort Harvie was first located here 1841 - 1842, replacing Fort Dulaney. It was burned by Seminoles after it was abandoned. Camp Daniels (aka Fort Daniels ) (1855), was located 200 yards from Fort Myers. Camp Walbach (1856) was also nearby. Lasted only six days.",,2025-11-30 02:26:40
298,Fort Ogden,,FL,Florida,Fort Ogden,fort,United States,(1841),1841,1841,https://www.northamericanforts.com/East/flsouth.html,East,"Built on the site of an earlier Seminole Indian stronghold. It was used an advance post for the ""Big Cypress Campaign"" during the Second Seminole War. It was later abandoned. (info by David Paterno)","Fort Ogden (1841), Fort Ogden - Built on the site of an earlier Seminole Indian stronghold. It was used an advance post for the ""Big Cypress Campaign"" during the Second Seminole War. It was later abandoned. (info by David Paterno)",,2025-11-30 02:26:40
231,Fort Peaton,,FL,Florida,near St. Augustine,fort,,(1864),1864,1864,https://www.northamericanforts.com/East/fl.html,East,A CSA post located seven miles from the city. Exact location undetermined (possibly same as Fort Peyton ?) .,"Fort Peaton (1864), near St. Augustine - A CSA post located seven miles from the city. Exact location undetermined (possibly same as Fort Peyton ?) .",,2025-11-30 02:26:33
229,Fort Poza,,FL,Florida,Anastasia Island,battery,Great Britain,(1740),1740,1740,https://www.northamericanforts.com/East/fl.html,East,The British five-gun seige battery employed in the July 1740 attack of St. Augustine .,"Fort Poza (1740), Anastasia Island - The British five-gun seige battery employed in the July 1740 attack of St. Augustine .",,2025-11-30 02:26:33
228,Fort Quartel,Cartel,FL,Florida,St. Augustine,battery,,(1575),1575,1575,https://www.northamericanforts.com/East/fl.html,East,"A Spanish fort on the north bank of the Matanzas River, northeast of the city, near the present-day Vilano Bridge. Also spelled Cartel . A British seige battery was here in 1740.","Fort Quartel (1575), St. Augustine - A Spanish fort on the north bank of the Matanzas River, northeast of the city, near the present-day Vilano Bridge. Also spelled Cartel . A British seige battery was here in 1740.",,2025-11-30 02:26:33
226,Fort San Diego,Fort Diego,FL,Florida,near Palm Valley,stockade,Great Britain,(1730's - unknown),1730,1730,https://www.northamericanforts.com/East/fl.html,East,"The ranch of Diego de Espinosa was palisaded and fortified, before 1736, with two bastions, and armed with five guns, increased to 11 guns in 1740. Also referred to as Fort Diego . Captured by the British in May 1740. Located at Diego Plains, now the site of a golf course.","Fort San Diego (1730's - unknown), near Palm Valley - The ranch of Diego de Espinosa was palisaded and fortified, before 1736, with two bastions, and armed with five guns, increased to 11 guns in 1740. Also referred to as Fort Diego . Captured by the British in May 1740. Located at Diego Plains, now the site of a golf course.",,2025-11-30 02:26:33
266,Fort San Nicolas,,FL,Florida,South Jacksonville,blockhouse,United States,"(1740 - 1763, 1784 - 1820's)",1740,1820,https://www.northamericanforts.com/East/fljack.html,East,"A Spanish blockhouse built in anticipation of a British attack. Located at the foot of present-day Liberty Street, about a mile east from the old ferry landing (""Cowford""). Probably not used at all by the British. Rebuilt by the Spanish in 1784, with a 100-foot square moat. The barracks and Officers' quarters were located outside the moat. Attacked by the Georgia state militia in 1796, but later rebuilt. With a garrison of only three men, it was captured and destroyed by American troops in March 1812 supporting the ""Patriots' War"". Rebuilt again later (after 1813) by the Spanish. Maintained for a few years by the Americans after 1821 to prevent smuggling. A stone monument is located three miles east of US 1.","Fort San Nicolas (1740 - 1763, 1784 - 1820's), South Jacksonville - A Spanish blockhouse built in anticipation of a British attack. Located at the foot of present-day Liberty Street, about a mile east from the old ferry landing (""Cowford""). Probably not used at all by the British. Rebuilt by the Spanish in 1784, with a 100-foot square moat. The barracks and Officers' quarters were located outside the moat. Attacked by the Georgia state militia in 1796, but later rebuilt. With a garrison of only three men, it was captured and destroyed by American troops in March 1812 supporting the ""Patriots' War"". Rebuilt again later (after 1813) by the Spanish. Maintained for a few years by the Americans after 1821 to prevent smuggling. A stone monument is located three miles east of US 1.",,2025-11-30 02:26:36
295,Fort Santa Lucía de Canaveral,,FL,Florida,Jensen Beach,blockhouse,,(1568),1568,1568,https://www.northamericanforts.com/East/flsouth.html,East,"A Spanish blockhouse. The local Indians killed so many soldiers that they mutinied and abandoned the post, fleeing to St. Augustine .","Fort Santa Lucía de Canaveral (1568), Jensen Beach - A Spanish blockhouse. The local Indians killed so many soldiers that they mutinied and abandoned the post, fleeing to St. Augustine .",,2025-11-30 02:26:40
290,Fort Tequesta,Tegesta|Mission de Santa María de Loreto,FL,Florida,Miami,blockhouse,,(1567 - 1570),1567,1570,https://www.northamericanforts.com/East/flsouth.html,East,"A Spanish 20-man blockhouse and Jesuit mission at the mouth of the Miami River that was later burned by the Tequesta Indians. Also spelled Tegesta . The Spanish Jesuit Mission de Santa María de Loreto (1743 - 1751 ?) was located here much later, but was withdrawn for economic reasons.","Fort Tequesta (1567 - 1570), Miami - A Spanish 20-man blockhouse and Jesuit mission at the mouth of the Miami River that was later burned by the Tequesta Indians. Also spelled Tegesta . The Spanish Jesuit Mission de Santa María de Loreto (1743 - 1751 ?) was located here much later, but was withdrawn for economic reasons.",,2025-11-30 02:26:40
273,Fort on the Ochlockonee River,,FL,Florida,Wakulla County,fort,,(1700 ? - 1704),1700,1700,https://www.northamericanforts.com/East/flmiddle.html,East,"A Spanish fort located about 30 miles upriver from the mouth, that was destroyed by the South Carolina colonial militia in 1704. Possibly located near Smith Creek, east of Bradwell Bay.","Fort on the Ochlockonee River (1700 ? - 1704), Wakulla County - A Spanish fort located about 30 miles upriver from the mouth, that was destroyed by the South Carolina colonial militia in 1704. Possibly located near Smith Creek, east of Bradwell Bay.",,2025-11-30 02:26:37
243,Indian Rocks Radar Station,,FL,Florida,Indian Rocks Beach,fort,United States,(1942 - 1945),1942,1945,https://www.northamericanforts.com/East/flcentral.html,East,A WWII anti-aircraft spotting station and an SCR-270 early warning radar was located here. Exact location undetermined.,"Indian Rocks Radar Station (1942 - 1945), Indian Rocks Beach - A WWII anti-aircraft spotting station and an SCR-270 early warning radar was located here. Exact location undetermined.",,2025-11-30 02:26:34
296,Jensen Beach Radar Station,,FL,Florida,Jensen Beach,fort,United States,(1942 - 1945),1942,1945,https://www.northamericanforts.com/East/flsouth.html,East,A WWII anti-aircraft spotting station and an SCR-270 early warning radar was located here. Exact location undetermined.,"Jensen Beach Radar Station (1942 - 1945), Jensen Beach - A WWII anti-aircraft spotting station and an SCR-270 early warning radar was located here. Exact location undetermined.",,2025-11-30 02:26:40
287,Key Largo Radar Station,,FL,Florida,Key Largo,fort,United States,(1942 - 1945),1942,1945,https://www.northamericanforts.com/East/flsouth.html,East,A WWII anti-aircraft spotting station and an SCR-270 early warning radar was located here. Exact location undetermined.,"Key Largo Radar Station (1942 - 1945), Key Largo - A WWII anti-aircraft spotting station and an SCR-270 early warning radar was located here. Exact location undetermined.",,2025-11-30 02:26:40
253,La Chua Ranch,,FL,Florida,near Gainesville,blockhouse,,(1703 - 1706),1703,1706,https://www.northamericanforts.com/East/fleast.html,East,"A Spanish cattle ranch established in 1630 on the north-side of Paynes Prairie, near the Alachua Sink. A blockhouse or stronghouse was built in 1703 to protect the settlers against Indian raids. Attacked by Creek Indians in 1705. The ranch was abandoned in 1706, the settlers fleeing to St. Augustine .","La Chua Ranch (1703 - 1706), near Gainesville - A Spanish cattle ranch established in 1630 on the north-side of Paynes Prairie, near the Alachua Sink. A blockhouse or stronghouse was built in 1703 to protect the settlers against Indian raids. Attacked by Creek Indians in 1705. The ranch was abandoned in 1706, the settlers fleeing to St. Augustine .",,2025-11-30 02:26:35
303,Leigh's Camp,,FL,Florida,McDavid,camp,,(1864),1864,1864,https://www.northamericanforts.com/East/flwest.html,East,A CSA picket post located on Leigh's Camp Branch of Mitchell Creek.,"Leigh's Camp (1864), McDavid - A CSA picket post located on Leigh's Camp Branch of Mitchell Creek.",,2025-11-30 02:26:41
230,Little Fort,,FL,Florida,St. Augustine South,fort,Great Britain,(1763),1763,1763,https://www.northamericanforts.com/East/fl.html,East,A British outpost located on the Matanzas River four miles south of St. Augustine .,"Little Fort (1763), St. Augustine South - A British outpost located on the Matanzas River four miles south of St. Augustine .",,2025-11-30 02:26:33
311,Marianna Fort,,FL,Florida,Marianna,fort,,(1864),1864,1864,https://www.northamericanforts.com/East/flwest.html,East,"A CSA work defending the town, built by Union POW labor. Captured and destroyed by the Union in September 1864. See also Battle of Marianna by Dale Cox.","Marianna Fort (1864), Marianna - A CSA work defending the town, built by Union POW labor. Captured and destroyed by the Union in September 1864. See also Battle of Marianna by Dale Cox.",,2025-11-30 02:26:41
225,Mayport Radar Station,,FL,Florida,Mayport,fort,United States,(1942 - 1945),1942,1945,https://www.northamericanforts.com/East/fl.html,East,A WWII anti-aircraft spotting station and an SCR-270 early warning radar was located here. Exact location undetermined.,"Mayport Radar Station (1942 - 1945), Mayport - A WWII anti-aircraft spotting station and an SCR-270 early warning radar was located here. Exact location undetermined.",,2025-11-30 02:26:33
293,Miami Beach Radar Station,,FL,Florida,Miami Beach,fort,United States,(1942 - 1945),1942,1945,https://www.northamericanforts.com/East/flsouth.html,East,A WWII anti-aircraft spotting station and an SCR-270 early warning radar was located here. Exact location undetermined (possibly on Fisher Island ?) .,"Miami Beach Radar Station (1942 - 1945), Miami Beach - A WWII anti-aircraft spotting station and an SCR-270 early warning radar was located here. Exact location undetermined (possibly on Fisher Island ?) .",,2025-11-30 02:26:40
304,Pine Barren Camp,,FL,Florida,Pine Barren,camp,,(1864),1864,1864,https://www.northamericanforts.com/East/flwest.html,East,A CSA picket post located northwest of the US 29 crossing of Pine Barren Creek.,"Pine Barren Camp (1864), Pine Barren - A CSA picket post located northwest of the US 29 crossing of Pine Barren Creek.",,2025-11-30 02:26:41
274,Port Leon Battery,,FL,Florida,Port Leon,battery,,(1861 - 1864 ?),1861,1864,https://www.northamericanforts.com/East/flmiddle.html,East,A CSA gun battery on or near the site of the Seminole War era Fort Port Leon (see below) .,"Port Leon Battery (1861 - 1864 ?), Port Leon - A CSA gun battery on or near the site of the Seminole War era Fort Port Leon (see below) .",,2025-11-30 02:26:37
257,Rose's Bluff Camp,,FL,Florida,Nassau County,camp,Great Britain,"(1778, 1811 - 1813)",1778,1813,https://www.northamericanforts.com/East/fljack.html,East,"A Loyalist militia camp during the American Revolution. Also used as a base for the East Florida ""Patriots"" against the Spanish during the ""Patriots' War"" of 1811. Located on the Bells River near its confluence with the St. Mary's River, across from Saint Marys , GA.","Rose's Bluff Camp (1778, 1811 - 1813), Nassau County - A Loyalist militia camp during the American Revolution. Also used as a base for the East Florida ""Patriots"" against the Spanish during the ""Patriots' War"" of 1811. Located on the Bells River near its confluence with the St. Mary's River, across from Saint Marys , GA.",,2025-11-30 02:26:36
265,San Vicente Ferrer Battery,,FL,Florida,East Jacksonville,battery,,(1793 - 1800 ?),1793,1800,https://www.northamericanforts.com/East/fljack.html,East,"A Spanish gun battery on the south bank of the St. Johns River, near Chaseville , with two barracks and a powder magazine. Undetermined exact location. Apparently abandoned before the ""Patriots' War"" of 1811.","San Vicente Ferrer Battery (1793 - 1800 ?), East Jacksonville - A Spanish gun battery on the south bank of the St. Johns River, near Chaseville , with two barracks and a powder magazine. Undetermined exact location. Apparently abandoned before the ""Patriots' War"" of 1811.",,2025-11-30 02:26:36
